Mona Lisa,1950,1919,Nat King Cole
Tennessee Waltz,1950,1927,Patti Page
I'll Never Be Free,1950,1919,Tennessee Ernie Ford
All My Love,1950,1927,Patti Page
Hoop-Dee-Doo,1950,1912,Perry Como
Dear Hearts And Gentle People,1950,1903,Bing Crosby
Cry Of The Wild Goose,1950,1913,Frankie Laine
Too Young,1951,1919,Nat King Cole
Because Of You,1951,1926,Tony Bennett
Come On-a My House,1951,1928,Rosemary Clooney
"Cold, Cold Heart",1951,1926,Tony Bennett
If,1951,1912,Perry Como
Tennessee Waltz,1951,1927,Patti Page
Jezebel,1951,1913,Frankie Laine
Mockin' Bird Hill,1951,1927,Patti Page
"Rose, Rose I Love You",1951,1913,Frankie Laine
You're Just In Love,1951,1912,Perry Como
Because Of You,1951,1922,Les Baxter
Half As Much,1952,1928,Rosemary Clooney
I Went To Your Wedding,1952,1927,Patti Page
Here In My Heart,1952,1927,Al Martino
Botch-a-me,1952,1928,Rosemary Clooney
High Noon,1952,1913,Frankie Laine
No Other Love,1953,1912,Perry Como
Don't Let The Stars Get In Your Eyes,1953,1912,Perry Como
I Believe,1953,1913,Frankie Laine
Ebb Tide,1953,1914,Frank Chacksfield
Pretend,1953,1919,Nat King Cole
Rags To Riches,1953,1926,Tony Bennett
Say You're Mine Again,1953,1912,Perry Como
Tell Me A Story,1953,1913,Frankie Laine
C'est Si Bon,1953,1927,Eartha Kitt
Wanted,1954,1912,Perry Como
Hey There,1954,1928,Rosemary Clooney
This Ole House,1954,1928,Rosemary Clooney
Cross Over The Bridge,1954,1927,Patti Page
That's Amore,1954,1917,Dean Martin
Answer Me My Love,1954,1919,Nat King Cole
Stranger In Paradise,1954,1926,Tony Bennett
Changing Partners,1954,1927,Patti Page
Papa Loves Mambo,1954,1912,Perry Como
Rags To Riches,1954,1926,Tony Bennett
Unchained Melody,1955,1922,Les Baxter
Ain't That A Shame,1955,1934,Pat Boone
Sixteen Tons,1955,1919,Tennessee Ernie Ford
A Blossom Fell,1955,1919,Nat King Cole
The Ballad Of Davy Crockett,1955,1919,Tennessee Ernie Ford
Heartbreak Hotel,1956,1935,Elvis Presley
Don't Be Cruel,1956,1935,Elvis Presley
Hound Dog,1956,1935,Elvis Presley
Memories Are Made Of This,1956,1917,Dean Martin
I Almost Lost My Mind,1956,1934,Pat Boone
"I Want You, I Need You, I Love You",1956,1935,Elvis Presley
Love Me Tender,1956,1935,Elvis Presley
Hot Diggity,1956,1912,Perry Como
Sixteen Tons,1956,1919,Tennessee Ernie Ford
Allegheny Moon,1956,1927,Patti Page
I'm In Love Again,1956,1928,Fats Domino
Be-Bop-A-Lula,1956,1935,Gene Vincent
I'll Be Home,1956,1934,Pat Boone
More,1956,1912,Perry Como
Blueberry Hill,1956,1928,Fats Domino
True Love,1956,1903,Bing Crosby
Long Tall Sally,1956,1932,Little Richard
Transfusion,1956,1912,Nervous Norvus
Rock Island Line,1956,1931,Lonnie Donegan
Friendly Persuasion,1956,1934,Pat Boone
Canadian Sunset,1956,1927,Andy Williams
You Don't Know Me,1956,1930,Jerry Vale
Mama From the Train,1956,1927,Patti Page
That's All There Is to That,1956,1919,Nat King Cole
Juke Box Baby,1956,1912,Perry Como
Glendora,1956,1912,Perry Como
I Walk the Line,1956,1932,Johnny Cash
Can You Find It in Your Heart,1956,1926,Tony Bennett
Night Lights,1956,1919,Nat King Cole
Mr Wonderful,1956,1920,Peggy Lee
My Blue Heaven,1956,1928,Fats Domino
All Shook Up,1957,1935,Elvis Presley
Love Letters In The Sand,1957,1934,Pat Boone
So Rare,1957,1904,Jimmy Dorsey
Don't Forbid Me,1957,1934,Pat Boone
Too Much,1957,1935,Elvis Presley
Round And Round,1957,1912,Perry Como
Teddy Bear,1957,1935,Elvis Presley
Jailhouse Rock,1957,1935,Elvis Presley
A White Sport Coat,1957,1925,Marty Robbins
You Send Me,1957,1931,Sam Cooke
School Day,1957,1926,Chuck Berry
Gone,1957,1925,Ferlin Husky
Diana,1957,1941,Paul Anka
A Teenager's Romance,1957,1940,Ricky Nelson
Whole Lotta Shakin' Goin' On,1957,1935,Jerry Lee Lewis
Moonlight Gambler,1957,1913,Frankie Laine
It's Not For Me To Say,1957,1935,Johnny Mathis
Butterfly,1957,1927,Andy Williams
I'm Walkin',1957,1928,Fats Domino
Chances Are,1957,1935,Johnny Mathis
Send For Me,1957,1919,Nat King Cole
Be-bop Baby,1957,1940,Ricky Nelson
Old Cape Cod,1957,1927,Patti Page
Blueberry Hill,1957,1928,Fats Domino
Blue Monday,1957,1928,Fats Domino
Wonderful! Wonderful!,1957,1935,Johnny Mathis
Love Me Tender,1957,1935,Elvis Presley
Jamaica Farewell,1957,1927,Harry Belafonte
Why Baby Why,1957,1934,Pat Boone
In the Middle of an Island,1957,1926,Tony Bennett
I Like Your Kind of Love,1957,1927,Andy Williams
Rock and Roll Music,1957,1926,Chuck Berry
Jenny Jenny,1957,1932,Little Richard
Bernardine,1957,1934,Pat Boone
Keep a Knockin',1957,1932,Little Richard
C.C. Rider,1957,1928,Chuck Willis
Lotta Lovin',1957,1935,Gene Vincent
Valley of Tears,1957,1928,Fats Domino
Remember You're Mine,1957,1934,Pat Boone
Loving You,1957,1935,Elvis Presley
Patricia,1958,1916,Perez Prado
It's All In The Game,1958,1922,Tommy Edwards
Return To Me,1958,1917,Dean Martin
Poor Little Fool,1958,1940,Ricky Nelson
Just A Dream,1958,1938,Jimmy Clanton
Sweet Little Sixteen,1958,1926,Chuck Berry
Great Balls Of Fire,1958,1935,Jerry Lee Lewis
Who's Sorry Now,1958,1938,Connie Francis
April Love,1958,1934,Pat Boone
Peggy Sue,1958,1936,Buddy Holly
Oh Lonesome Me,1958,1928,Don Gibson
Chantilly Lace,1958,1930,Big Bopper
One Night,1958,1935,Elvis Presley
The End,1958,1933,Earl Grant
I Got Stung,1958,1935,Elvis Presley
Are You Sincere,1958,1927,Andy Williams
I Got a Feeling,1958,1940,Ricky Nelson
What Am I Living For,1958,1928,Chuck Willis
Johnny B Goode,1958,1926,Chuck Berry
Fever,1958,1920,Peggy Lee
You Are My Destiny,1958,1941,Paul Anka
Ballad of a Teenage Queen,1958,1932,Johnny Cash
It's Too Soon to Know,1958,1934,Pat Boone
Kewpie Doll,1958,1912,Perry Como
Sugar Moon,1958,1934,Pat Boone
Guess Things Happen That Way,1958,1932,Johnny Cash
Breathless,1958,1935,Jerry Lee Lewis
The Battle Of New Orleans,1959,1925,Johnny Horton
Lonely Boy,1959,1941,Paul Anka
Put Your Head On My Shoulder,1959,1941,Paul Anka
Donna,1959,1941,Ritchie Valens
It's Just A Matter Of Time,1959,1931,Brook Benton
Lipstick On Your Collar,1959,1938,Connie Francis
A Big Hunk O' Love,1959,1935,Elvis Presley
(Now And Then There's) A Fool Such As I,1959,1935,Elvis Presley
Tragedy,1959,1940,Thomas Wayne
My Happiness,1959,1938,Connie Francis
Never Be Anyone Else But You,1959,1940,Ricky Nelson
I Need Your Love Tonight,1959,1935,Elvis Presley
What A Diff'rence A Day Makes,1959,1924,Dinah Washington
Lonely Street,1959,1927,Andy Williams
Broken-hearted Melody,1959,1924,Sarah Vaughan
Lonely Teardrops,1959,1934,Jackie Wilson
Frankie,1959,1938,Connie Francis
I Want To Walk You Home,1959,1928,Fats Domino
It's Late,1959,1940,Ricky Nelson
Just A Little Too Much,1959,1940,Ricky Nelson
Sweeter Than You,1959,1940,Ricky Nelson
Kissin' Time,1959,1942,Bobby Rydell
My Wish Came True,1959,1935,Elvis Presley
It's Now Or Never,1960,1935,Elvis Presley
Stuck On You,1960,1935,Elvis Presley
The Twist,1960,1941,Chubby Checker
Everybody's Somebody's Fool,1960,1938,Connie Francis
Wild One,1960,1942,Bobby Rydell
El Paso,1960,1925,Marty Robbins
My Heart Has A Mind Of Its Own,1960,1938,Connie Francis
Only The Lonely,1960,1936,Roy Orbison
Puppy Love,1960,1941,Paul Anka
Baby,1960,1931,Brook Benton
Sink The Bismark,1960,1925,Johnny Horton
Chain Gang,1960,1931,Sam Cooke
Go Jimmy Go,1960,1938,Jimmy Clanton
Night,1960,1934,Jackie Wilson
Pretty Blue Eyes,1960,1935,Steve Lawrence
Volare,1960,1942,Bobby Rydell
The Village Of St. Bernadette,1960,1927,Andy Williams
Kiddio,1960,1931,Brook Benton
It's Time To Cry,1960,1941,Paul Anka
Mama,1960,1938,Connie Francis
Walking To New Orleans,1960,1928,Fats Domino
Among My Souvenirs,1960,1938,Connie Francis
Swingin' School,1960,1942,Bobby Rydell
A Rockin' Good Way,1960,1924,Dinah Washington
Stairway To Heaven,1960,1939,Neil Sedaka
My Home Town,1960,1941,Paul Anka
Wonderful World,1960,1931,Sam Cooke
Young Emotions,1960,1940,Ricky Nelson
Dreamin',1960,1934,Johnny Burnette
Poetry In Motion,1960,1939,Johnny Tillotson
Little Bitty Girl,1960,1942,Bobby Rydell
I Fall To Pieces,1961,1932,Patsy Cline
Runaway,1961,1934,Del Shannon
Pony Time,1961,1941,Chubby Checker
Running Scared,1961,1936,Roy Orbison
Where The Boys Are,1961,1938,Connie Francis
Travelin' Man,1961,1940,Ricky Nelson
The Boll Weevil Song,1961,1931,Brook Benton
Don't Worry,1961,1925,Marty Robbins
Quarter To Three,1961,1939,"Gary ""U.S."" Bonds"
Calendar Girl,1961,1939,Neil Sedaka
Without You,1961,1939,Johnny Tillotson
Wings Of A Dove,1961,1925,Ferlin Husky
Little Sister,1961,1935,Elvis Presley
Hello Mary Lou,1961,1940,Ricky Nelson
Surrender,1961,1935,Elvis Presley
Ya Ya,1961,1924,Lee Dorsey
School Is Out,1961,1939,"Gary ""U.S."" Bonds"
Moody River,1961,1934,Pat Boone
Stand By Me,1961,1938,Ben E. King
Spanish Harlem,1961,1938,Ben E. King
Hats Off To Larry,1961,1934,Del Shannon
The Fly,1961,1941,Chubby Checker
(Marie's The Name) His Latest Flame,1961,1935,Elvis Presley
Bless You,1961,1944,Tony Orlando
Think Twice,1961,1931,Brook Benton
Breakin' In A Brand New Broken Heart,1961,1938,Connie Francis
Let The Four Winds Blow,1961,1928,Fats Domino
"Tonight My Love, Tonight",1961,1941,Paul Anka
Good Time Baby,1961,1942,Bobby Rydell
Let's Twist Again,1961,1941,Chubby Checker
Are You Lonesome Tonight,1961,1935,Elvis Presley
Sea Of Heartbreak,1961,1928,Don Gibson
Roses Are Red,1962,1935,Bobby Vinton
The Twist,1962,1941,Chubby Checker
Duke Of Earl,1962,1937,Gene Chandler
Breaking Up Is Hard To Do,1962,1939,Neil Sedaka
Slow Twistin',1962,1941,Chubby Checker
It Keeps Right On a-Hurtin',1962,1939,Johnny Tillotson
The One Who Really Loves You,1962,1943,Mary Wells
Good Luck Charm,1962,1935,Elvis Presley
Sheila,1962,1942,Tommy Roe
Twistin' The Night Away,1962,1931,Sam Cooke
Ramblin' Rose,1962,1919,Nat King Cole
Don't Break The Heart That Loves You,1962,1938,Connie Francis
Dear Lady Twist,1962,1939,Gary U.S. Bonds
Speedy Gonzales,1962,1934,Pat Boone
A Little Bitty Tear,1962,1909,Burl Ives
Having A Party,1962,1931,Sam Cooke
Can't Help Falling In Love,1962,1935,Elvis Presley
Ahab The Arab,1962,1939,Ray Stevens
The Man Who Shot Liberty Valance,1962,1940,Gene Pitney
Dream Baby,1962,1936,Roy Orbison
Let's Dance,1962,1943,Chris Montez
You Beat Me To The Punch,1962,1943,Mary Wells
Venus In Blue Jeans,1962,1938,Jimmy Clanton
Love Me Warm And Tender,1962,1941,Paul Anka
She's Got You,1962,1932,Patsy Cline
Funny Way Of Laughin',1962,1909,Burl Ives
"Twist, Twist Senora",1962,1939,Gary U.S. Bonds
I'll Never Dance Again,1962,1942,Bobby Rydell
Town Without Pity,1962,1940,Gene Pitney
The End Of The World,1963,1931,Skeeter Davis
Blue Velvet,1963,1935,Bobby Vinton
Can't Get Used To Losing You,1963,1927,Andy Williams
She's A Fool,1963,1946,Lesley Gore
I Love You Because,1963,1927,Al Martino
It's My Party,1963,1946,Lesley Gore
Blame It On The Bossa Nova,1963,1928,Eydie Gorme
Everybody,1963,1942,Tommy Roe
I Can't Stay Mad At You,1963,1931,Skeeter Davis
Mean Woman Blues,1963,1936,Roy Orbison
Blue On Blue,1963,1935,Bobby Vinton
Two Faces Have I,1963,1943,Lou Christie
In Dreams,1963,1936,Roy Orbison
I Wanna Be Around,1963,1926,Tony Bennett
Little Red Rooster,1963,1931,Sam Cooke
(You're The) Devil In Disguise,1963,1935,Elvis Presley
Those Lazy Hazy Crazy Days Of Summer,1963,1919,Nat King Cole
Baby Workout,1963,1934,Jackie Wilson
Pride And Joy,1963,1939,Marvin Gaye
Walking The Dog,1963,1917,Rufus Thomas
What Will My Mary Say,1963,1935,Johnny Mathis
Ring Of Fire,1963,1932,Johnny Cash
Just One Look,1963,1937,Doris Troy
Judy's Turn To Cry,1963,1946,Lesley Gore
"That Sunday, That Summer",1963,1919,Nat King Cole
Another Saturday Night,1963,1931,Sam Cooke
"Painted, Tainted Rose",1963,1927,Al Martino
Go Away Little Girl,1963,1935,Steve Lawrence
Bossa Nova Baby,1963,1935,Elvis Presley
Little Town Flirt,1963,1934,Del Shannon
"Hello, Dolly!",1964,1901,Louis Armstrong
"Oh, Pretty Woman",1964,1936,Roy Orbison
Everybody Loves Somebody,1964,1917,Dean Martin
My Guy,1964,1943,Mary Wells
People,1964,1942,Barbara Streisand
Do Wah Diddy Diddy,1964,1940,Manfred Mann
It Hurts To Be In Love,1964,1940,Gene Pitney
Wishin' And Hopin',1964,1939,Dusty Springfield
You Don't Own Me,1964,1946,Lesley Gore
Walk On By,1964,1940,Dionne Warwick
Memphis,1964,1942,Johnny Rivers
White On White,1964,1942,Danny Williams
The Shoop Shoop Song,1964,1939,Betty Everett
Anyone Who Had A Heart,1964,1940,Dionne Warwick
I Love You More And More Every Day,1964,1927,Al Martino
It's Over,1964,1936,Roy Orbison
The Door Is Still Open To My Heart,1964,1917,Dean Martin
The Shelter Of Your Arms,1964,1925,Sammy Davis Jr.
A Fool Never Learns,1964,1927,Andy Williams
There! I've Said It Again,1964,1935,Bobby Vinton
Downtown,1965,1932,Petula Clark
Crying In The Chapel,1965,1935,Elvis Presley
What's New Pussycat?,1965,1940,Tom Jones
Papa's Got A Brand New Bag,1965,1933,James Brown
The Name Game,1965,1929,Shirley Ellis
I Know A Place,1965,1932,Petula Clark
Like A Rolling Stone,1965,1941,Bob Dylan
Seventh Son,1965,1942,Johnny Rivers
Goldfinger,1965,1937,Shirley Bassey
I'll Be Doggone,1965,1939,Marvin Gaye
What The World Needs Now Is Love,1965,1941,Jackie DeShannon
It's Not Unusual,1965,1940,Tom Jones
Shake,1965,1931,Sam Cooke
All I Really Want To Do,1965,1946,Cher
Keep Searchin',1965,1934,Del Shannon
How Sweet It Is,1965,1939,Marvin Gaye
Poor Side Of Town,1966,1942,Johnny Rivers
These Boots Are Made For Walkin',1966,1940,Nancy Sinatra
What Becomes Of The Brokenhearted,1966,1939,Jimmy Ruffin
When A Man Loves A Woman,1966,1941,Percy Sledge
My Love,1966,1932,Petula Clark
Lightnin' Strikes,1966,1943,Lou Christie
Sunny,1966,1938,Bobby Hebb
You Don't Have To Say You Love Me,1966,1939,Dusty Springfield
Hooray For Hazel,1966,1942,Tommy Roe
Sweet Pea,1966,1942,Tommy Roe
I'm So Lonesome I Could Cry,1966,1942,B.J. Thomas
Secret Agent Man,1966,1942,Johnny Rivers
Uptight,1966,1950,Stevie Wonder
Bang Bang,1966,1946,Cher
Almost Persuaded,1966,1935,David Houston
"Cherry, Cherry",1966,1941,Neil Diamond
Working In The Coal Mine,1966,1924,Lee Dorsey
Message To Michael,1966,1940,Dionne Warwick
Love Is A Hurtin' Thing,1966,1933,Lou Rawls
Rainy Day Women #12 And 35,1966,1941,Bob Dylan
Baby Scratch My Back,1966,1924,Slim Harpo
The More I See You,1966,1943,Chris Montez
634-5789,1966,1941,Wilson Pickett
To Sir With Love,1967,1948,Lulu
Somethin' Stupid,1967,1940,Nancy Sinatra
Can't Take My Eyes Off You,1967,1934,Frankie Valli
Respect,1967,1942,Aretha Franklin
I Was Made To Love Her,1967,1950,Stevie Wonder
Sweet Soul Music,1967,1946,Arthur Conley
Gimme Little Sign,1967,1941,Brenton Wood
Brown Eyed Girl,1967,1945,Van Morrison
Alfie,1967,1940,Dionne Warwick
San Francisco,1967,1939,Scott Mckenzie
This Is My Song,1967,1932,Petula Clark
(Your Love Keeps Lifting Me) Higher And Higher,1967,1934,Jackie Wilson
Baby I Love You,1967,1942,Aretha Franklin
California Nights,1967,1946,Lesley Gore
Funky Broadway,1967,1941,Wilson Pickett
I Never Loved A Man,1967,1942,Aretha Franklin
Tell It Like It Is,1967,1941,Aaron Neville
Cold Sweat,1967,1933,James Brown
Society's Child,1967,1951,Janis Ian
"Girl, You'll Be A Woman Soon",1967,1941,Neil Diamond
Baby I Need Your Lovin',1967,1942,Johnny Rivers
"Green, Green Grass Of Home",1967,1940,Tom Jones
Don't Sleep In The Subway,1967,1932,Petula Clark
Thank The Lord For The Night Time,1967,1941,Neil Diamond
(Sittin' On) The Dock Of The Bay,1968,1941,Otis Redding
This Guy's In Love With You,1968,1935,Herb Alpert
Harper Valley P.T.A.,1968,1945,Jeannie C. Riley
The Ballad Of Bonnie And Clyde,1968,1943,Georgie Fame
Those Were The Days,1968,1950,Mary Hopkin
The Look Of Love,1968,1941,Sergio Mendes
Hold Me Tight,1968,1940,Johnny Nash
(Theme From) Valley Of The Dolls,1968,1940,Dionne Warwick
MacArthur Park,1968,1930,Richard Harris
Light My Fire,1968,1945,Jose Feliciano
Take Time To Know Her,1968,1941,Percy Sledge
I Got The Feelin',1968,1933,James Brown
Delilah,1968,1940,Tom Jones
The Fool On The Hill,1968,1941,Sergio Mendes
Sky Pilot,1968,1941,Eric Burdon
Do You Know The Way To San Jose,1968,1940,Dionne Warwick
The Mighty Quinn,1968,1940,Manfred Mann
I Say A Little Prayer,1968,1942,Aretha Franklin
Think,1968,1942,Aretha Franklin
Dizzy,1969,1942,Tommy Roe
I'll Never Fall In Love Again,1969,1940,Tom Jones
Too Busy Thinking About My Baby,1969,1939,Marvin Gaye
Suspicious Minds,1969,1935,Elvis Presley
Sweet Caroline,1969,1941,Neil Diamond
Jean,1969,1945,Oliver
"Baby, I Love You",1969,1946,Andy Kim
My Cherie Amour,1969,1950,Stevie Wonder
In The Ghetto,1969,1935,Elvis Presley
A Boy Named Sue,1969,1932,Johnny Cash
Good Morning Starshine,1969,1945,Oliver
Put A Little Love In Your Heart,1969,1941,Jackie DeShannon
I've Gotta Be Me,1969,1925,Sammy Davis Jr.
Lay Lady Lay,1969,1941,Bob Dylan
Galveston,1969,1936,Glen Campbell
I'm Gonna Make You Mine,1969,1943,Lou Christie
Gitarzan,1969,1939,Ray Stevens
This Girl's In Love With You,1969,1940,Dionne Warwick
Mother Popcorn,1969,1933,James Brown
Twenty-five Miles,1969,1942,Edwin Starr
That's The Way Love Is,1969,1939,Marvin Gaye
Polk Salad Annie,1969,1943,Tony Joe White
"Ruby, Don't Take Your Love To Town",1969,1938,Kenny Rogers
Games People Play,1969,1940,Joe South
I'm Gonna Make You Love Me,1969,1944,Diana Ross
I Heard It Through The Grapevine,1969,1939,Marvin Gaye
Love Me Tonight,1969,1940,Tom Jones
My Whole World Ended,1969,1941,David Ruffin
Hooked On A Feeling,1969,1942,B.J. Thomas
Raindrops Keep Fallin' On My Head,1970,1942,B.J. Thomas
War,1970,1942,Edwin Starr
Ain't No Mountain High Enough,1970,1944,Diana Ross
Band Of Gold,1970,1942,Freda Payne
Everything Is Beautiful,1970,1939,Ray Stevens
Spill The Wine,1970,1941,Eric Burdon
Spirit In The Sky,1970,1942,Norman Greenbaum
Instant Karma,1970,1940,John Lennon
Rainy Night In Georgia,1970,1931,Brook Benton
Something's Burning,1970,1938,Kenny Rogers
Snowbird,1970,1945,Anne Murray
Indiana Wants Me,1970,1939,R. Dean Taylor
Groovy Situation,1970,1937,Gene Chandler
I Just Can't Help Believing,1970,1942,B.J. Thomas
The Letter,1970,1944,Joe Cocker
Without Love,1970,1940,Tom Jones
I'll Never Fall In Love Again,1970,1940,Dionne Warwick
Walk A Mile In My Shoes,1970,1940,Joe South
The Thrill Is Gone,1970,1925,B.B. King
It's Only Make Believe,1970,1936,Glen Campbell
Call Me,1970,1942,Aretha Franklin
Go Away Little Girl,1971,1957,Donny Osmond
"Take Me Home, Country Roads",1971,1943,John Denver
Me And Bobby McGee,1971,1943,Janis Joplin
Tired Of Being Alone,1971,1946,Al Green
Do You Know What I Mean,1971,1945,Lee Michaels
The Night They Drove Old Dixie Down,1971,1941,Joan Baez
What's Going On,1971,1939,Marvin Gaye
Ain't No Sunshine,1971,1938,Bill Withers
She's A Lady,1971,1940,Tom Jones
Superstar,1971,1946,Murray Head
Sweet And Innocent,1971,1957,Donny Osmond
If You Could Read My Mind,1971,1938,Gordon Lightfoot
Rose Garden,1971,1947,Lynn Anderson
It Don't Come Easy,1971,1940,Ringo Starr
That's The Way I've Always Heard It Should Be,1971,1945,Carly Simon
If You Really Love Me,1971,1950,Stevie Wonder
Spanish Harlem,1971,1942,Aretha Franklin
I Don't Know How To Love Him,1971,1941,Helen Reddy
Mercy Mercy Me,1971,1939,Marvin Gaye
Bring The Boys Home,1971,1942,Freda Payne
Love Story,1971,1927,Andy Williams
If Not For You,1971,1948,Olivia Newton-John
Woodstock,1971,1946,Matthews' Southern Comfort
Amazing Grace,1971,1939,Judy Collins
I Hear You Knocking,1971,1944,Dave Edmunds
Here Comes The Sun,1971,1941,Richie Havens
It's Impossible,1971,1912,Perry Como
The First Time Ever I Saw Your Face,1972,1939,Roberta Flack
Alone Again,1972,1946,Gilbert O'Sullivan
Candy Man,1972,1925,Sammy Davis Jr.
Lean On Me,1972,1938,Bill Withers
Baby Don't Get Hooked On Me,1972,1942,Mac Davis
Daddy Don't You Walk So Fast,1972,1942,Wayne Newton
Let's Stay Together,1972,1946,Al Green
My Ding-A-Ling,1972,1926,Chuck Berry
Heart Of Gold,1972,1945,Neil Young
Song Sung Blue,1972,1941,Neil Diamond
Sunshine,1972,1946,Jonathan Edwards
Rocket Man,1972,1947,Elton John
The City Of New Orleans,1972,1947,Arlo Guthrie
I Can See Clearly Now,1972,1940,Johnny Nash
Burning Love,1972,1935,Elvis Presley
Clean Up Woman,1972,1953,Betty Wright
Look What You Done For Me,1972,1946,Al Green
Mother And Child Reunion,1972,1941,Paul Simon
Where Is The Love,1972,1939,Roberta Flack
I'm Still In Love With You,1972,1946,Al Green
Day Dreaming,1972,1942,Aretha Franklin
The Way Of Love,1972,1946,Cher
Puppy Love,1972,1957,Donny Osmond
You Don't Mess Around With Jim,1972,1943,Jim Croce
Anticipation,1972,1945,Carly Simon
Use Me,1972,1938,Bill Withers
Freddie's Dead,1972,1942,Curtis Mayfield
Taxi,1972,1942,Harry Chapin
Sealed With A Kiss,1972,1935,Bobby Vinton
